date,state,daily
7/26/21,Perlis,3233
7/26/21,Pulau Pinang,27792
7/26/21,Sabah,28558
7/26/21,Sarawak,39965
7/26/21,Selangor,138184
7/26/21,Terengganu,15097
7/26/21,W.P. Kuala Lumpur,86338
7/26/21,W.P. Labuan,1349
7/26/21,W.P. Putrajaya,4107
7/27/21,Johor,46325
7/27/21,Kedah,26548
7/27/21,Kelantan,25241
7/27/21,Melaka,17395
7/27/21,Negeri Sembilan,24983
7/27/21,Pahang,27636
7/27/21,Perak,30808
7/27/21,Perlis,3769
7/27/21,Pulau Pinang,30827
7/27/21,Sabah,32409
7/27/21,Sarawak,37563
7/27/21,Selangor,150710
7/27/21,Terengganu,15559
7/27/21,W.P. Kuala Lumpur,95232
7/27/21,W.P. Labuan,1070
7/27/21,W.P. Putrajaya,4300
7/28/21,Johor,42524
7/28/21,Kedah,27440
7/28/21,Kelantan,25592
7/28/21,Melaka,15242
7/28/21,Negeri Sembilan,25944
7/28/21,Pahang,26498
7/28/21,Perak,31694
7/28/21,Perlis,4808
7/28/21,Pulau Pinang,29058
7/28/21,Sabah,34142
7/28/21,Sarawak,38973
7/28/21,Selangor,163968
7/28/21,Terengganu,16052
7/28/21,W.P. Kuala Lumpur,92640
7/28/21,W.P. Labuan,968
7/28/21,W.P. Putrajaya,4231
7/29/21,Johor,49154
7/29/21,Kedah,26279
7/29/21,Kelantan,24878
7/29/21,Melaka,14453
7/29/21,Negeri Sembilan,28930
7/29/21,Pahang,28033
7/29/21,Perak,31094
7/29/21,Perlis,4156
7/29/21,Pulau Pinang,28053
7/29/21,Sabah,37546
7/29/21,Sarawak,33173
7/29/21,Selangor,164121
7/29/21,Terengganu,16163
7/29/21,W.P. Kuala Lumpur,86860
7/29/21,W.P. Labuan,657
7/29/21,W.P. Putrajaya,3726
7/30/21,Johor,46466
7/30/21,Kedah,16446
7/30/21,Kelantan,2346
7/30/21,Melaka,14849
7/30/21,Negeri Sembilan,27068
7/30/21,Pahang,15787
7/30/21,Perak,31978
7/30/21,Perlis,2463
7/30/21,Pulau Pinang,26388
7/30/21,Sabah,38328
7/30/21,Sarawak,30312
7/30/21,Selangor,174722
7/30/21,Terengganu,5301
7/30/21,W.P. Kuala Lumpur,92883
7/30/21,W.P. Labuan,739
7/30/21,W.P. Putrajaya,5744
7/31/21,Johor,50565
7/31/21,Kedah,19458
7/31/21,Kelantan,3881
7/31/21,Melaka,13776
7/31/21,Negeri Sembilan,23300
7/31/21,Pahang,19755
7/31/21,Perak,29069
7/31/21,Perlis,1938
7/31/21,Pulau Pinang,21539
7/31/21,Sabah,46125
7/31/21,Sarawak,35856
7/31/21,Selangor,163230
7/31/21,Terengganu,21663
7/31/21,W.P. Kuala Lumpur,82063
7/31/21,W.P. Labuan,686
7/31/21,W.P. Putrajaya,5244
8/1/21,Johor,44954
8/1/21,Kedah,23713
8/1/21,Kelantan,25892
8/1/21,Melaka,2591
8/1/21,Negeri Sembilan,23164
8/1/21,Pahang,12962
8/1/21,Perak,24978
8/1/21,Perlis,2173
8/1/21,Pulau Pinang,21430
8/1/21,Sabah,31541
8/1/21,Sarawak,30473
8/1/21,Selangor,154482
8/1/21,Terengganu,14233
8/1/21,W.P. Kuala Lumpur,73478
8/1/21,W.P. Labuan,695
8/1/21,W.P. Putrajaya,4884
8/2/21,Johor,50204
8/2/21,Kedah,28871
8/2/21,Kelantan,31393
8/2/21,Melaka,15044
8/2/21,Negeri Sembilan,22665
8/2/21,Pahang,23630
8/2/21,Perak,32000
8/2/21,Perlis,2872
8/2/21,Pulau Pinang,25882
8/2/21,Sabah,40182
8/2/21,Sarawak,34764
8/2/21,Selangor,104976
8/2/21,Terengganu,15218
8/2/21,W.P. Kuala Lumpur,50871
8/2/21,W.P. Labuan,659
8/2/21,W.P. Putrajaya,4205
8/3/21,Johor,51472
8/3/21,Kedah,31181
8/3/21,Kelantan,32253
8/3/21,Melaka,16041
8/3/21,Negeri Sembilan,26063
8/3/21,Pahang,29064
8/3/21,Perak,31763
8/3/21,Perlis,3227
8/3/21,Pulau Pinang,28941
8/3/21,Sabah,44098
8/3/21,Sarawak,28178
8/3/21,Selangor,108487
8/3/21,Terengganu,15600
8/3/21,W.P. Kuala Lumpur,49768
8/3/21,W.P. Labuan,502
8/3/21,W.P. Putrajaya,3189
8/4/21,Johor,49431
8/4/21,Kedah,31690
8/4/21,Kelantan,33721
8/4/21,Melaka,16774
8/4/21,Negeri Sembilan,25866
8/4/21,Pahang,26715
8/4/21,Perak,31852
8/4/21,Perlis,3263
8/4/21,Pulau Pinang,29036
8/4/21,Sabah,42556
8/4/21,Sarawak,25442
8/4/21,Selangor,118432
8/4/21,Terengganu,14798
8/4/21,W.P. Kuala Lumpur,54466
8/4/21,W.P. Labuan,638
8/4/21,W.P. Putrajaya,4689
8/5/21,Johor,50929
8/5/21,Kedah,34178
8/5/21,Kelantan,34062
8/5/21,Melaka,18628
8/5/21,Negeri Sembilan,25899
8/5/21,Pahang,30144
8/5/21,Perak,32364
8/5/21,Perlis,3797
8/5/21,Pulau Pinang,30070
8/5/21,Sabah,47330
8/5/21,Sarawak,29387
8/5/21,Selangor,117514
8/5/21,Terengganu,15375
8/5/21,W.P. Kuala Lumpur,55829
8/5/21,W.P. Labuan,578
8/5/21,W.P. Putrajaya,4449
8/6/21,Johor,47291
8/6/21,Kedah,25559
8/6/21,Kelantan,4634
8/6/21,Melaka,17128
8/6/21,Negeri Sembilan,25340
8/6/21,Pahang,25597
8/6/21,Perak,34459
8/6/21,Perlis,1895
8/6/21,Pulau Pinang,27859
8/6/21,Sabah,46271
8/6/21,Sarawak,23226
8/6/21,Selangor,115566
8/6/21,Terengganu,3689
8/6/21,W.P. Kuala Lumpur,57460
8/6/21,W.P. Labuan,565
8/6/21,W.P. Putrajaya,3938
8/7/21,Johor,50014
8/7/21,Kedah,32202
8/7/21,Kelantan,8937
8/7/21,Melaka,17520
8/7/21,Negeri Sembilan,22265
8/7/21,Pahang,14313
8/7/21,Perak,27042
8/7/21,Perlis,1641
8/7/21,Pulau Pinang,23385
8/7/21,Sabah,43369
8/7/21,Sarawak,26220
8/7/21,Selangor,106933
8/7/21,Terengganu,17040
8/7/21,W.P. Kuala Lumpur,44644
8/7/21,W.P. Labuan,523
8/7/21,W.P. Putrajaya,3961
8/8/21,Johor,51495
8/8/21,Kedah,35481
8/8/21,Kelantan,24168
8/8/21,Melaka,4761
8/8/21,Negeri Sembilan,20879
8/8/21,Pahang,7332
8/8/21,Perak,26946
8/8/21,Perlis,1513
8/8/21,Pulau Pinang,23033
8/8/21,Sabah,33843
8/8/21,Sarawak,20508
8/8/21,Selangor,96724
8/8/21,Terengganu,10250
8/8/21,W.P. Kuala Lumpur,42422
8/8/21,W.P. Labuan,16
8/8/21,W.P. Putrajaya,4345
8/9/21,Johor,51217
8/9/21,Kedah,35890
8/9/21,Kelantan,24459
8/9/21,Melaka,13660
8/9/21,Negeri Sembilan,19995
8/9/21,Pahang,14635
8/9/21,Perak,32034
8/9/21,Perlis,3816
8/9/21,Pulau Pinang,27327
8/9/21,Sabah,42016
8/9/21,Sarawak,22180
8/9/21,Selangor,112645
8/9/21,Terengganu,10234
8/9/21,W.P. Kuala Lumpur,63104
8/9/21,W.P. Labuan,1530
8/9/21,W.P. Putrajaya,1641
8/10/21,Johor,50829
8/10/21,Kedah,17204
8/10/21,Kelantan,2284
8/10/21,Melaka,5998
8/10/21,Negeri Sembilan,10565
8/10/21,Pahang,6776
8/10/21,Perak,14741
8/10/21,Perlis,769
8/10/21,Pulau Pinang,20753
8/10/21,Sabah,40712
8/10/21,Sarawak,15160
8/10/21,Selangor,110984
8/10/21,Terengganu,15160
8/10/21,W.P. Kuala Lumpur,54448
8/10/21,W.P. Labuan,14
8/10/21,W.P. Putrajaya,2853
8/11/21,Johor,61644
8/11/21,Kedah,33415
8/11/21,Kelantan,21512
8/11/21,Melaka,12478
8/11/21,Negeri Sembilan,20474
8/11/21,Pahang,20153
8/11/21,Perak,36966
8/11/21,Perlis,4018
8/11/21,Pulau Pinang,30200
8/11/21,Sabah,51961
8/11/21,Sarawak,20583
8/11/21,Selangor,114225
8/11/21,Terengganu,21436
8/11/21,W.P. Kuala Lumpur,57426
8/11/21,W.P. Labuan,693
8/11/21,W.P. Putrajaya,2028
8/12/21,Johor,68319
8/12/21,Kedah,34345
8/12/21,Kelantan,24825
8/12/21,Melaka,13740
8/12/21,Negeri Sembilan,21995
8/12/21,Pahang,22961
8/12/21,Perak,40454
8/12/21,Perlis,3519
8/12/21,Pulau Pinang,35743
8/12/21,Sabah,54311
8/12/21,Sarawak,13911
8/12/21,Selangor,120023
8/12/21,Terengganu,21692
8/12/21,W.P. Kuala Lumpur,60986
8/12/21,W.P. Labuan,506
8/12/21,W.P. Putrajaya,2757
8/13/21,Johor,68466
8/13/21,Kedah,21639
8/13/21,Kelantan,1806
8/13/21,Melaka,13384
8/13/21,Negeri Sembilan,21838
8/13/21,Pahang,20029
8/13/21,Perak,32261
8/13/21,Perlis,3078
8/13/21,Pulau Pinang,35363
8/13/21,Sabah,52945
8/13/21,Sarawak,15082
8/13/21,Selangor,127803
8/13/21,Terengganu,4652
8/13/21,W.P. Kuala Lumpur,60083
8/13/21,W.P. Labuan,482
8/13/21,W.P. Putrajaya,1996
8/14/21,Johor,63696
8/14/21,Kedah,24079
8/14/21,Kelantan,979
8/14/21,Melaka,12088
8/14/21,Negeri Sembilan,19373
8/14/21,Pahang,14032
8/14/21,Perak,28849
8/14/21,Perlis,3237
8/14/21,Pulau Pinang,30865
8/14/21,Sabah,50168
8/14/21,Sarawak,24116
8/14/21,Selangor,107589
8/14/21,Terengganu,17581
8/14/21,W.P. Kuala Lumpur,54431
8/14/21,W.P. Labuan,289
8/14/21,W.P. Putrajaya,2100
8/15/21,Johor,61937
8/15/21,Kedah,24244
8/15/21,Kelantan,20978
8/15/21,Melaka,4090
8/15/21,Negeri Sembilan,13831
8/15/21,Pahang,11350
8/15/21,Perak,21884
8/15/21,Perlis,3177
8/15/21,Pulau Pinang,25830
8/15/21,Sabah,44428
8/15/21,Sarawak,17976
8/15/21,Selangor,98646
8/15/21,Terengganu,23451
8/15/21,W.P. Kuala Lumpur,51845
8/15/21,W.P. Labuan,11
8/15/21,W.P. Putrajaya,1592
8/16/21,Johor,70618
8/16/21,Kedah,26607
8/16/21,Kelantan,27187
8/16/21,Melaka,19349
8/16/21,Negeri Sembilan,22418
8/16/21,Pahang,23951
8/16/21,Perak,27890
8/16/21,Perlis,3301
8/16/21,Pulau Pinang,29943
8/16/21,Sabah,55650
8/16/21,Sarawak,14537
8/16/21,Selangor,100659
8/16/21,Terengganu,25856
8/16/21,W.P. Kuala Lumpur,60590
8/16/21,W.P. Labuan,839
8/16/21,W.P. Putrajaya,2952
8/17/21,Johor,72702
8/17/21,Kedah,27873
8/17/21,Kelantan,27466
8/17/21,Melaka,19321
8/17/21,Negeri Sembilan,21027
8/17/21,Pahang,28676
8/17/21,Perak,29417
8/17/21,Perlis,3446
8/17/21,Pulau Pinang,31354
8/17/21,Sabah,60003
8/17/21,Sarawak,14628
8/17/21,Selangor,102335
8/17/21,Terengganu,28718
8/17/21,W.P. Kuala Lumpur,66042
8/17/21,W.P. Labuan,616
8/17/21,W.P. Putrajaya,2609
8/18/21,Johor,70281
8/18/21,Kedah,29877
8/18/21,Kelantan,29175
8/18/21,Melaka,19343
8/18/21,Negeri Sembilan,18181
8/18/21,Pahang,24900
8/18/21,Perak,28186
8/18/21,Perlis,3675
8/18/21,Pulau Pinang,31461
8/18/21,Sabah,59467
8/18/21,Sarawak,12635
8/18/21,Selangor,125258
8/18/21,Terengganu,28221
8/18/21,W.P. Kuala Lumpur,70910
8/18/21,W.P. Labuan,412
8/18/21,W.P. Putrajaya,3109
8/19/21,Johor,72295
8/19/21,Kedah,27083
8/19/21,Kelantan,28731
8/19/21,Melaka,17732
8/19/21,Negeri Sembilan,17124
8/19/21,Pahang,24727
8/19/21,Perak,27668
8/19/21,Perlis,3429
8/19/21,Pulau Pinang,30675
8/19/21,Sabah,56998
8/19/21,Sarawak,12094
8/19/21,Selangor,112070
8/19/21,Terengganu,26376
8/19/21,W.P. Kuala Lumpur,71366
8/19/21,W.P. Labuan,381
8/19/21,W.P. Putrajaya,2547
8/20/21,Johor,68102
8/20/21,Kedah,23496
8/20/21,Kelantan,3155
8/20/21,Melaka,19457
8/20/21,Negeri Sembilan,18157
8/20/21,Pahang,23762
8/20/21,Perak,28759
8/20/21,Perlis,2158
8/20/21,Pulau Pinang,33879
8/20/21,Sabah,53464
8/20/21,Sarawak,13839
8/20/21,Selangor,119719
8/20/21,Terengganu,5812
8/20/21,W.P. Kuala Lumpur,74580
8/20/21,W.P. Labuan,333
8/20/21,W.P. Putrajaya,4149
8/21/21,Johor,64761
8/21/21,Kedah,28754
8/21/21,Kelantan,4535
8/21/21,Melaka,16037
8/21/21,Negeri Sembilan,8987
8/21/21,Pahang,22864
8/21/21,Perak,24067
8/21/21,Perlis,2454
8/21/21,Pulau Pinang,29510
8/21/21,Sabah,53275
8/21/21,Sarawak,13526
8/21/21,Selangor,118645
8/21/21,Terengganu,16270
8/21/21,W.P. Kuala Lumpur,73805
8/21/21,W.P. Labuan,244
8/21/21,W.P. Putrajaya,2965
8/22/21,Johor,65470
8/22/21,Kedah,29257
8/22/21,Kelantan,23437
8/22/21,Melaka,4275
8/22/21,Negeri Sembilan,9737
8/22/21,Pahang,11651
8/22/21,Perak,20626
8/22/21,Perlis,2403
8/22/21,Pulau Pinang,25679
8/22/21,Sabah,42007
8/22/21,Sarawak,11204
8/22/21,Selangor,118849
8/22/21,Terengganu,19235
8/22/21,W.P. Kuala Lumpur,62969
8/22/21,W.P. Labuan,10
8/22/21,W.P. Putrajaya,2580
8/23/21,Johor,71072
8/23/21,Kedah,33541
8/23/21,Kelantan,26690
8/23/21,Melaka,13940
8/23/21,Negeri Sembilan,14809
8/23/21,Pahang,19112
8/23/21,Perak,26489
8/23/21,Perlis,4979
8/23/21,Pulau Pinang,34899
8/23/21,Sabah,46854
8/23/21,Sarawak,11223
8/23/21,Selangor,46254
8/23/21,Terengganu,21161
8/23/21,W.P. Kuala Lumpur,28451
8/23/21,W.P. Labuan,462
8/23/21,W.P. Putrajaya,3147
8/24/21,Johor,71235
8/24/21,Kedah,35087
8/24/21,Kelantan,29842
8/24/21,Melaka,14817
8/24/21,Negeri Sembilan,16128
8/24/21,Pahang,27882
8/24/21,Perak,38066
8/24/21,Perlis,4728
8/24/21,Pulau Pinang,35875
8/24/21,Sabah,50126
8/24/21,Sarawak,7836
8/24/21,Selangor,45894
8/24/21,Terengganu,21996
8/24/21,W.P. Kuala Lumpur,27892
8/24/21,W.P. Labuan,258
8/24/21,W.P. Putrajaya,1490
8/25/21,Johor,69360
8/25/21,Kedah,35634
8/25/21,Kelantan,32486
8/25/21,Melaka,18144
8/25/21,Negeri Sembilan,16857
8/25/21,Pahang,23087
8/25/21,Perak,40063
8/25/21,Perlis,5343
8/25/21,Pulau Pinang,30996
8/25/21,Sabah,52558
8/25/21,Sarawak,6119
8/25/21,Selangor,48325
8/25/21,Terengganu,21930
8/25/21,W.P. Kuala Lumpur,27877
8/25/21,W.P. Labuan,256
8/25/21,W.P. Putrajaya,2794
8/26/21,Johor,64325
8/26/21,Kedah,35432
8/26/21,Kelantan,32489
8/26/21,Melaka,18170
8/26/21,Negeri Sembilan,15583
8/26/21,Pahang,19275
8/26/21,Perak,38580
8/26/21,Perlis,2624
8/26/21,Pulau Pinang,30289
8/26/21,Sabah,53042
8/26/21,Sarawak,9385
8/26/21,Selangor,49979
8/26/21,Terengganu,20744
8/26/21,W.P. Kuala Lumpur,25829
8/26/21,W.P. Labuan,171
8/26/21,W.P. Putrajaya,2733
8/27/21,Johor,58561
8/27/21,Kedah,33020
8/27/21,Kelantan,8672
8/27/21,Melaka,16211
8/27/21,Negeri Sembilan,14110
8/27/21,Pahang,22815
8/27/21,Perak,38255
8/27/21,Perlis,2077
8/27/21,Pulau Pinang,24384
8/27/21,Sabah,48999
8/27/21,Sarawak,5538
8/27/21,Selangor,46133
8/27/21,Terengganu,3132
8/27/21,W.P. Kuala Lumpur,26331
8/27/21,W.P. Labuan,222
8/27/21,W.P. Putrajaya,2340
8/28/21,Johor,60678
8/28/21,Kedah,32077
8/28/21,Kelantan,17530
8/28/21,Melaka,18705
8/28/21,Negeri Sembilan,12551
8/28/21,Pahang,16662
8/28/21,Perak,26679
8/28/21,Perlis,2670
8/28/21,Pulau Pinang,22030
8/28/21,Sabah,46062
8/28/21,Sarawak,4573
8/28/21,Selangor,44094
8/28/21,Terengganu,15626
8/28/21,W.P. Kuala Lumpur,25274
8/28/21,W.P. Labuan,186
8/28/21,W.P. Putrajaya,1956
8/29/21,Johor,58729
8/29/21,Kedah,31430
8/29/21,Kelantan,29005
8/29/21,Melaka,5306
8/29/21,Negeri Sembilan,8947
8/29/21,Pahang,12057
8/29/21,Perak,27950
8/29/21,Perlis,2356
8/29/21,Pulau Pinang,19757
8/29/21,Sabah,38915
8/29/21,Sarawak,2467
8/29/21,Selangor,40061
8/29/21,Terengganu,13503
8/29/21,W.P. Kuala Lumpur,21414
8/29/21,W.P. Labuan,12
8/29/21,W.P. Putrajaya,1582
8/30/21,Johor,58037
8/30/21,Kedah,37560
8/30/21,Kelantan,33802
8/30/21,Melaka,12638
8/30/21,Negeri Sembilan,13026
8/30/21,Pahang,21181
8/30/21,Perak,34290
8/30/21,Perlis,2365
8/30/21,Pulau Pinang,24767
8/30/21,Sabah,41322
8/30/21,Sarawak,3464
8/30/21,Selangor,38109
8/30/21,Terengganu,14172
8/30/21,W.P. Kuala Lumpur,34480
8/30/21,W.P. Labuan,353
8/30/21,W.P. Putrajaya,672
8/31/21,Johor,55066
8/31/21,Kedah,23301
8/31/21,Kelantan,16024
8/31/21,Melaka,9880
8/31/21,Negeri Sembilan,3503
8/31/21,Pahang,9113
8/31/21,Perak,10816
8/31/21,Perlis,735
8/31/21,Pulau Pinang,20003
8/31/21,Sabah,42640
8/31/21,Sarawak,1228
8/31/21,Selangor,36605
8/31/21,Terengganu,18359
8/31/21,W.P. Kuala Lumpur,23034
8/31/21,W.P. Labuan,15
8/31/21,W.P. Putrajaya,332
9/1/21,Johor,61003
9/1/21,Kedah,34291
9/1/21,Kelantan,37709
9/1/21,Melaka,17681
9/1/21,Negeri Sembilan,13631
9/1/21,Pahang,27976
9/1/21,Perak,40898
9/1/21,Perlis,4559
9/1/21,Pulau Pinang,27051
9/1/21,Sabah,44945
9/1/21,Sarawak,3176
9/1/21,Selangor,41559
9/1/21,Terengganu,22097
9/1/21,W.P. Kuala Lumpur,31716
9/1/21,W.P. Labuan,359
9/1/21,W.P. Putrajaya,489
