date,state,daily_partial,daily_full,daily,daily_partial_child,daily_full_child,cumul_partial,cumul_full,cumul,cumul_partial_child,cumul_full_child,pfizer1,pfizer2,sinovac1,sinovac2,astra1,astra2,cansino,pending
6/15/21,W.P. Putrajaya,726,831,1557,0,0,30537,18630,49167,0,0,682,357,44,474,0,0,0,0
6/16/21,Johor,16933,405,17338,2,0,340861,143692,484553,4,0,11466,99,2847,306,2620,0,0,0
6/16/21,Kedah,3864,1016,4880,0,0,212553,96654,309207,0,0,2945,761,919,255,0,0,0,0
6/16/21,Kelantan,11606,935,12541,0,0,178283,77398,255681,0,0,5592,554,6014,381,0,0,0,0
6/16/21,Melaka,5159,15,5174,0,0,84759,41393,126152,0,0,2202,13,2508,2,449,0,0,0
6/16/21,Negeri Sembilan,5543,1095,6638,0,0,123390,68367,191757,2,0,2821,50,2720,1045,0,0,0,2
6/16/21,Pahang,5540,87,5627,0,0,162954,98241,261195,0,0,4542,35,998,52,0,0,0,0
6/16/21,Perak,2471,13,2484,0,0,250924,139986,390910,2,0,1627,8,843,5,1,0,0,0
6/16/21,Perlis,2598,36,2634,0,0,49589,25025,74614,0,0,2492,26,106,10,0,0,0,0
6/16/21,Pulau Pinang,9901,109,10010,2,0,181472,82385,263857,2,0,6367,92,1213,16,2319,0,0,3
6/16/21,Sabah,16398,1886,18284,2,1,288035,119960,407995,8,1,11103,1362,5295,522,0,0,0,2
6/16/21,Sarawak,53458,702,54160,5,0,459410,174761,634171,10,0,1300,42,49100,660,3054,0,0,4
6/16/21,Selangor,35657,1061,36718,0,0,549485,186561,736046,1,0,7585,62,23115,999,4956,0,0,1
6/16/21,Terengganu,5322,220,5542,2,0,113758,66501,180259,2,1,3156,9,2129,211,36,0,0,1
6/16/21,W.P. Kuala Lumpur,28159,579,28738,2,0,634589,135775,770364,7,0,5132,252,12619,326,10408,1,0,0
6/16/21,W.P. Labuan,1166,13,1179,0,0,21496,13378,34874,0,0,1166,13,0,0,0,0,0,0
6/16/21,W.P. Putrajaya,1201,5,1206,0,0,31738,18635,50373,0,0,1123,4,78,1,0,0,0,0
6/17/21,Johor,14558,5971,20529,0,0,355419,149663,505082,4,0,9041,1407,2864,4564,2653,0,0,0
6/17/21,Kedah,3742,5196,8938,0,0,216295,101850,318145,0,0,3241,3246,501,1948,0,0,0,2
6/17/21,Kelantan,8640,3018,11658,0,0,186923,80416,267339,0,0,4473,309,4166,2709,0,0,0,1
6/17/21,Melaka,4946,1200,6146,0,0,89705,42593,132298,0,0,1497,916,1328,284,2121,0,0,0
6/17/21,Negeri Sembilan,5268,1386,6654,0,0,128658,69753,198411,2,0,2611,267,2643,1119,14,0,0,0
6/17/21,Pahang,3580,381,3961,0,0,166534,98622,265156,0,0,1971,256,1387,124,222,0,0,1
6/17/21,Perak,9239,1274,10513,0,0,260163,141260,401423,2,0,8398,549,828,724,12,0,0,2
6/17/21,Perlis,1415,1587,3002,0,0,51004,26612,77616,0,0,1306,1095,108,484,0,0,0,9
6/17/21,Pulau Pinang,9170,1975,11145,1,0,190642,84360,275002,3,0,5337,849,1212,1125,2621,0,0,1
6/17/21,Sabah,12299,4499,16798,0,0,300334,124459,424793,8,1,7439,2705,4848,1793,0,0,0,13
6/17/21,Sarawak,50143,3508,53651,0,0,509553,178269,687822,10,0,1325,2,45418,3506,3398,0,0,2
6/17/21,Selangor,29700,6841,36541,0,0,579185,193402,772587,1,0,5078,4606,19751,2233,4869,0,0,4
6/17/21,Terengganu,3379,1997,5376,0,0,117137,68498,185635,2,1,2180,75,1141,1921,58,0,0,1
6/17/21,W.P. Kuala Lumpur,24335,4738,29073,1,0,658924,140513,799437,8,0,2909,1829,11680,2908,9746,0,0,1
6/17/21,W.P. Labuan,2509,22,2531,0,0,24005,13400,37405,0,0,1790,5,719,17,0,0,0,0
6/17/21,W.P. Putrajaya,919,576,1495,0,0,32657,19211,51868,0,0,855,568,63,8,0,0,0,1
6/18/21,Johor,7172,1932,9104,0,0,362591,151595,514186,4,0,1902,23,2637,1909,2633,0,0,0
6/18/21,Kedah,1659,1128,2787,0,0,217954,102978,320932,0,0,1277,401,380,727,2,0,0,0
6/18/21,Kelantan,435,13,448,0,0,187358,80429,267787,0,0,0,0,435,13,0,0,0,0
6/18/21,Melaka,4662,1901,6563,0,0,94367,44494,138861,0,0,1564,1247,1058,654,2040,0,0,0
6/18/21,Negeri Sembilan,4403,1842,6245,0,0,133061,71595,204656,2,0,2146,703,2257,1139,0,0,0,0
6/18/21,Pahang,3434,401,3835,0,0,169968,99023,268991,0,0,2353,348,1081,53,0,0,0,0
6/18/21,Perak,8016,3212,11228,0,0,268179,144472,412651,2,0,7514,443,489,2769,11,0,0,2
6/18/21,Perlis,922,1074,1996,0,0,51926,27686,79612,0,0,370,338,552,736,0,0,0,0
6/18/21,Pulau Pinang,8103,2231,10334,0,0,198745,86591,285336,3,0,4169,832,1172,1399,2762,0,0,0
6/18/21,Sabah,11015,5138,16153,0,0,311349,129597,440946,8,1,7157,3148,3856,1990,2,0,0,0
6/18/21,Sarawak,49111,1928,51039,0,0,558664,180197,738861,10,0,1271,205,44401,1723,3437,0,0,2
6/18/21,Selangor,26841,6833,33674,1,0,606026,200235,806261,2,0,5267,4452,16819,2381,4754,0,0,1
6/18/21,Terengganu,0,0,0,0,0,117137,68498,185635,2,1,0,0,0,0,0,0,0,0
6/18/21,W.P. Kuala Lumpur,23290,3986,27276,2,0,682214,144499,826713,10,0,2708,1605,10980,2379,9601,0,0,3
6/18/21,W.P. Labuan,2313,42,2355,0,0,26318,13442,39760,0,0,2309,42,4,0,0,0,0,0
6/18/21,W.P. Putrajaya,706,927,1633,0,0,33363,20138,53501,0,0,699,724,7,203,0,0,0,0
6/19/21,Johor,8730,9980,18710,2,0,371321,161575,532896,6,0,5928,1824,843,8155,1958,0,0,2
6/19/21,Kedah,246,3128,3374,0,0,218200,106106,324306,0,0,224,2023,22,1105,0,0,0,0
6/19/21,Kelantan,551,4,555,0,0,187909,80433,268342,0,0,0,0,551,4,0,0,0,0
6/19/21,Melaka,5050,929,5979,0,0,99417,45423,144840,0,0,3366,0,1683,929,0,0,0,1
6/19/21,Negeri Sembilan,1279,820,2099,0,0,134340,72415,206755,2,0,389,175,889,645,0,0,0,1
6/19/21,Pahang,923,1209,2132,0,0,170891,100232,271123,0,0,905,1121,18,88,0,0,0,0
6/19/21,Perak,6142,3171,9313,0,0,274321,147643,421964,2,0,5999,43,143,3127,0,0,0,1
6/19/21,Perlis,1865,8,1873,0,0,53791,27694,81485,0,0,1407,6,457,2,0,0,0,1
6/19/21,Pulau Pinang,7736,19,7755,1,0,206481,86610,293091,4,0,3726,15,1962,4,2047,0,0,1
6/19/21,Sabah,12109,4192,16301,0,0,323458,133789,457247,8,1,8009,1491,4100,2699,0,0,0,2
6/19/21,Sarawak,43406,7234,50640,2,0,602070,187431,789501,12,0,16115,7073,24880,161,2410,0,0,1
6/19/21,Selangor,19416,4937,24353,1,0,625442,205172,830614,3,0,1894,2615,13316,2322,4205,0,0,1
6/19/21,Terengganu,128,482,610,0,0,117265,68980,186245,2,1,0,0,128,482,0,0,0,0
6/19/21,W.P. Kuala Lumpur,24697,25,24722,0,0,706911,144524,851435,10,0,1838,8,13629,17,9230,0,0,0
6/19/21,W.P. Labuan,2352,9,2361,1,0,28670,13451,42121,1,0,1826,5,526,4,0,0,0,0
6/19/21,W.P. Putrajaya,0,0,0,0,0,33363,20138,53501,0,0,0,0,0,0,0,0,0,0
6/20/21,Johor,7377,6397,13774,1,0,378698,167972,546670,7,0,4286,2484,1192,3913,1899,0,0,0
6/20/21,Kedah,592,1928,2520,0,0,218792,108034,326826,0,0,572,1309,20,618,0,0,0,1
6/20/21,Kelantan,4758,3705,8463,0,0,192667,84138,276805,0,0,3613,356,1144,3349,0,0,0,1
6/20/21,Melaka,2,0,2,0,0,99419,45423,144842,0,0,0,0,0,0,2,0,0,0
6/20/21,Negeri Sembilan,584,419,1003,0,0,134924,72834,207758,2,0,0,0,584,419,0,0,0,0
6/20/21,Pahang,1245,18,1263,0,0,172136,100250,272386,0,0,426,0,819,18,0,0,0,0
6/20/21,Perak,5375,2956,8331,0,0,279696,150599,430295,2,0,4358,19,1017,2937,0,0,0,0
6/20/21,Perlis,2147,6,2153,0,0,55938,27700,83638,0,0,1669,5,478,1,0,0,0,0
6/20/21,Pulau Pinang,2096,1,2097,0,0,208577,86611,295188,4,0,0,1,478,0,1618,0,0,0
6/20/21,Sabah,6503,1063,7566,0,1,329961,134852,464813,8,2,4473,504,2029,559,0,0,0,1
6/20/21,Sarawak,42449,4365,46814,1,0,644519,191796,836315,13,0,12016,4171,28023,194,2400,0,0,10
6/20/21,Selangor,15798,955,16753,1,0,641240,206127,847367,4,0,0,4,11692,951,4106,0,0,0
6/20/21,Terengganu,3089,2320,5409,0,0,120354,71300,191654,2,1,2432,42,656,2273,0,0,0,6
6/20/21,W.P. Kuala Lumpur,27342,24,27366,0,0,734253,144548,878801,10,0,1732,7,16646,17,8963,0,0,1
6/20/21,W.P. Labuan,1758,14,1772,0,0,30428,13465,43893,1,0,1754,14,4,0,0,0,0,0
6/20/21,W.P. Putrajaya,0,0,0,0,0,33363,20138,53501,0,0,0,0,0,0,0,0,0,0
6/21/21,Johor,8240,8618,16858,1,0,386938,176590,563528,8,0,2431,2023,2788,6595,3020,0,0,1
6/21/21,Kedah,2975,7432,10407,0,0,221767,115466,337233,0,0,2900,5615,75,1813,0,0,0,4
6/21/21,Kelantan,4892,5044,9936,0,0,197559,89182,286741,0,0,3820,1319,1072,3725,0,0,0,0
6/21/21,Melaka,4935,1489,6424,0,0,104354,46912,151266,0,0,1270,387,3445,1102,220,0,0,0
6/21/21,Negeri Sembilan,5062,1465,6527,0,0,139986,74299,214285,2,0,2683,126,2378,1339,0,0,0,1
6/21/21,Pahang,6296,1466,7762,0,0,178432,101716,280148,0,0,4012,1456,2284,10,0,0,0,0
6/21/21,Perak,6651,4241,10892,0,0,286347,154840,441187,2,0,2023,656,4613,3585,7,0,0,8
6/21/21,Perlis,1904,1886,3790,0,0,57842,29586,87428,0,0,1635,1882,268,4,0,0,0,1
6/21/21,Pulau Pinang,10202,2782,12984,0,0,218779,89393,308172,4,0,5397,741,1968,2040,2836,0,0,2
6/21/21,Sabah,9133,1085,10218,1,0,339094,135937,475031,9,2,5878,363,3100,719,153,0,0,5
6/21/21,Sarawak,62302,2350,64652,1,0,706821,194146,900967,14,0,2137,1460,56576,890,3583,0,0,6
6/21/21,Selangor,27045,8380,35425,0,0,668285,214507,882792,4,0,5047,6122,17403,2256,4592,1,0,4
6/21/21,Terengganu,3907,2267,6174,0,0,124261,73567,197828,2,1,2991,34,903,2233,12,0,0,1
6/21/21,W.P. Kuala Lumpur,32916,5180,38096,6,0,767169,149728,916897,16,0,1829,2656,19735,2514,11345,2,0,15
6/21/21,W.P. Labuan,2640,9,2649,0,0,33068,13474,46542,1,0,2640,9,0,0,0,0,0,0
6/21/21,W.P. Putrajaya,808,788,1596,0,0,34171,20926,55097,0,0,786,306,22,482,0,0,0,0
6/22/21,Johor,9649,7643,17292,1,0,396587,184233,580820,9,0,3314,5759,3116,1884,3219,0,0,0
6/22/21,Kedah,3014,8208,11222,0,0,224781,123674,348455,0,0,2698,4980,316,3225,0,3,0,0
6/22/21,Kelantan,4051,7067,11118,0,0,201610,96249,297859,0,0,3180,2423,871,4643,0,0,0,1
6/22/21,Melaka,4550,2320,6870,0,0,108904,49232,158136,0,0,2395,1122,1891,1198,264,0,0,0
6/22/21,Negeri Sembilan,7218,1768,8986,0,0,147204,76067,223271,2,0,4025,291,3192,1477,0,0,0,1
6/22/21,Pahang,7334,1843,9177,1,0,185766,103559,289325,1,0,4727,1469,2607,374,0,0,0,0
6/22/21,Perak,7048,4610,11658,0,0,293395,159450,452845,2,0,1620,909,5414,3698,7,0,0,10
6/22/21,Perlis,1830,1918,3748,0,0,59672,31504,91176,0,0,594,1902,1234,16,0,0,0,2
6/22/21,Pulau Pinang,10322,3672,13994,4,0,229101,93065,322166,8,0,3925,1003,3456,2668,2939,0,0,3
6/22/21,Sabah,9902,1326,11228,0,0,348996,137263,486259,9,2,5926,534,3812,792,163,0,0,1
6/22/21,Sarawak,59283,570,59853,14,0,766104,194716,960820,28,0,414,428,57989,142,880,0,0,0
6/22/21,Selangor,31620,9731,41351,2,0,699905,224238,924143,6,0,6759,6395,20091,3335,4769,0,0,2
6/22/21,Terengganu,3552,3405,6957,0,0,127813,76972,204785,2,1,2693,288,834,3116,24,0,0,2
6/22/21,W.P. Kuala Lumpur,34736,5784,40520,4,0,801905,155512,957417,20,0,2182,2784,21275,2996,11279,1,0,3
6/22/21,W.P. Labuan,3047,6,3053,0,0,36115,13480,49595,1,0,3047,6,0,0,0,0,0,0
6/22/21,W.P. Putrajaya,943,811,1754,0,0,35114,21737,56851,0,0,812,311,131,500,0,0,0,0
6/23/21,Johor,9329,8816,18145,0,0,405916,193049,598965,9,0,2741,7014,3410,1802,3178,0,0,0
6/23/21,Kedah,1342,10283,11625,0,0,226123,133957,360080,0,0,1029,4540,313,5741,0,0,0,2
6/23/21,Kelantan,2962,8107,11069,0,0,204572,104356,308928,0,0,2301,2036,629,6065,0,0,0,38
6/23/21,Melaka,4276,2906,7182,0,0,113180,52138,165318,0,0,1028,1320,3248,1586,0,0,0,0
6/23/21,Negeri Sembilan,6187,2751,8938,0,0,153391,78818,232209,2,0,2991,611,3196,2139,0,0,0,1
6/23/21,Pahang,4743,4172,8915,0,0,190509,107731,298240,1,0,2930,3204,1813,967,0,0,0,1
6/23/21,Perak,4307,6982,11289,0,0,297702,166432,464134,2,0,711,733,3584,6249,0,0,0,12
6/23/21,Perlis,1660,2071,3731,0,0,61332,33575,94907,0,0,206,508,1454,1563,0,0,0,0
6/23/21,Pulau Pinang,9910,4318,14228,0,0,239011,97383,336394,8,0,4622,998,2377,3319,2901,0,0,11
6/23/21,Sabah,8066,5610,13676,1,0,357062,142873,499935,10,2,5021,3282,3044,2327,0,0,0,2
6/23/21,Sarawak,60157,437,60594,8,0,826261,195153,1021414,36,0,169,60,59131,377,777,0,0,80
6/23/21,Selangor,31284,11877,43161,1,0,731189,236115,967304,7,0,6980,7080,19619,4793,4682,0,0,7
6/23/21,Terengganu,3523,3862,7385,0,0,131336,80834,212170,2,1,2605,334,917,3521,0,0,0,8
6/23/21,W.P. Kuala Lumpur,33323,5902,39225,8,0,835228,161414,996642,28,0,2388,2657,19560,3241,11368,1,0,10
6/23/21,W.P. Labuan,2430,314,2744,0,0,38545,13794,52339,1,0,2430,314,0,0,0,0,0,0
6/23/21,W.P. Putrajaya,459,1291,1750,0,0,35573,23028,58601,0,0,373,327,86,964,0,0,0,0
6/24/21,Johor,10272,7416,17688,0,0,416188,200465,616653,9,0,3411,4809,3631,2607,3230,0,0,0
6/24/21,Kedah,1800,10639,12439,0,0,227923,144596,372519,0,0,1532,4761,265,5877,0,0,0,4
6/24/21,Kelantan,2095,8534,10629,0,0,206667,112890,319557,0,0,1171,2187,924,6345,0,0,0,2
6/24/21,Melaka,4634,3693,8327,0,0,117814,55831,173645,0,0,2004,1941,2608,1752,22,0,0,0
6/24/21,Negeri Sembilan,5987,3546,9533,0,0,159378,82364,241742,2,0,2661,647,3323,2899,0,0,0,3
6/24/21,Pahang,3107,5860,8967,0,0,193616,113591,307207,1,0,1007,1985,2100,3875,0,0,0,0
6/24/21,Perak,5787,7494,13281,0,0,303489,173926,477415,2,0,1010,473,4762,7018,7,0,0,11
6/24/21,Perlis,986,2225,3211,0,0,62318,35800,98118,0,0,501,2205,485,20,0,0,0,0
6/24/21,Pulau Pinang,9255,5142,14397,1,0,248266,102525,350791,9,0,2930,1281,3463,3860,2862,0,0,1
6/24/21,Sabah,7253,8017,15270,0,0,364315,150890,515205,10,2,3428,4578,3825,3432,0,0,0,7
6/24/21,Sarawak,58897,6614,65511,6,0,885158,201767,1086925,42,0,11,44,57785,6568,980,0,0,123
6/24/21,Selangor,32785,13670,46455,1,0,763974,249785,1013759,8,0,7396,8367,20885,5301,4503,0,0,3
6/24/21,Terengganu,3711,2881,6592,0,0,135047,83715,218762,2,1,2665,207,1008,2674,37,0,0,1
6/24/21,W.P. Kuala Lumpur,32724,6654,39378,3,0,867952,168068,1036020,31,0,1238,3272,20115,3379,11368,3,0,3
6/24/21,W.P. Labuan,2235,472,2707,1,0,40780,14266,55046,2,0,1453,472,779,0,0,0,0,3
6/24/21,W.P. Putrajaya,423,1508,1931,0,0,35996,24536,60532,0,0,305,352,118,1156,0,0,0,0
6/25/21,Johor,7525,1503,9028,1,0,423713,201968,625681,10,0,478,610,3944,893,3103,0,0,0
6/25/21,Kedah,390,4087,4477,0,0,228313,148683,376996,0,0,211,713,179,3374,0,0,0,0
6/25/21,Kelantan,288,460,748,0,0,206955,113350,320305,0,0,1,0,287,460,0,0,0,0
6/25/21,Melaka,5652,3477,9129,0,0,123466,59308,182774,0,0,2209,1171,3432,2305,11,0,0,1
6/25/21,Negeri Sembilan,4794,3207,8001,0,0,164172,85571,249743,2,0,1827,640,2967,2567,0,0,0,0
6/25/21,Pahang,2998,4038,7036,0,0,196614,117629,314243,1,0,1453,1151,1436,2887,109,0,0,0
6/25/21,Perak,2051,8187,10238,0,0,305540,182113,487653,2,0,1266,3412,785,4769,0,0,0,6
6/25/21,Perlis,1357,1198,2555,0,0,63675,36998,100673,0,0,1280,58,77,1140,0,0,0,0
6/25/21,Pulau Pinang,8642,5437,14079,0,0,256908,107962,364870,9,0,2600,1290,3147,4146,2895,0,0,1
6/25/21,Sabah,6753,9240,15993,0,0,371068,160130,531198,10,2,3846,4373,2907,4866,0,0,0,1
6/25/21,Sarawak,50531,7221,57752,0,0,935689,208988,1144677,42,0,589,1629,49009,5584,884,0,0,57
6/25/21,Selangor,32856,11405,44261,2,0,796830,261190,1058020,10,0,9266,6927,19192,4478,4394,0,0,4
6/25/21,Terengganu,85,8,93,0,0,135132,83723,218855,2,1,85,8,0,0,0,0,0,0
6/25/21,W.P. Kuala Lumpur,27371,6670,34041,1,2,895323,174738,1070061,32,2,1736,3578,15108,3087,10525,4,0,3
6/25/21,W.P. Labuan,1886,510,2396,0,0,42666,14776,57442,2,0,1470,410,416,100,0,0,0,0
6/25/21,W.P. Putrajaya,386,1365,1751,0,0,36382,25901,62283,0,0,364,383,22,982,0,0,0,0
6/26/21,Johor,4911,10512,15423,0,0,428624,212480,641104,10,0,2040,9306,950,1205,1920,0,0,2
6/26/21,Kedah,304,3020,3324,0,0,228617,151703,380320,0,0,270,2,34,3018,0,0,0,0
6/26/21,Kelantan,915,656,1571,0,0,207870,114006,321876,0,0,0,655,915,1,0,0,0,0
6/26/21,Melaka,5646,2128,7774,0,0,129112,61436,190548,0,0,1089,604,4557,1524,0,0,0,0
6/26/21,Negeri Sembilan,1213,1074,2287,0,0,165385,86645,252030,2,0,142,439,1071,635,0,0,0,0
6/26/21,Pahang,4245,1857,6102,0,0,200859,119486,320345,1,0,966,0,3279,1857,0,0,0,0
6/26/21,Perak,674,6334,7008,0,0,306214,188447,494661,2,0,529,3730,143,2601,2,0,0,3
6/26/21,Perlis,462,793,1255,0,0,64137,37791,101928,0,0,460,6,2,787,0,0,0,0
6/26/21,Pulau Pinang,7266,3567,10833,0,0,264174,111529,375703,9,0,2747,1136,2241,2431,2278,0,0,0
6/26/21,Sabah,6372,8987,15359,0,0,377440,169117,546557,10,2,3781,5653,2440,3332,151,0,0,2
6/26/21,Sarawak,44587,10481,55068,3,0,980276,219469,1199745,45,0,9895,8732,34327,1747,0,0,0,367
6/26/21,Selangor,31284,6109,37393,2,0,828114,267299,1095413,12,0,8583,3759,18255,2345,4446,0,0,5
6/26/21,Terengganu,6262,379,6641,0,0,141394,84102,225496,2,1,0,0,6262,379,0,0,0,0
6/26/21,W.P. Kuala Lumpur,24414,31,24445,1,0,919737,174769,1094506,33,2,1223,12,13680,19,9511,0,0,0
6/26/21,W.P. Labuan,1783,229,2012,1,0,44449,15005,59454,3,0,1783,227,0,2,0,0,0,0
6/26/21,W.P. Putrajaya,25,0,25,0,0,36407,25901,62308,0,0,0,0,25,0,0,0,0,0
6/27/21,Johor,3309,10838,14147,0,0,431933,223318,655251,10,0,1319,10741,88,97,1902,0,0,0
6/27/21,Kedah,605,10274,10879,0,0,229222,161977,391199,0,0,593,6154,12,4111,0,0,0,9
6/27/21,Kelantan,1884,7040,8924,0,0,209754,121046,330800,0,0,419,5831,1465,1209,0,0,0,0
6/27/21,Melaka,599,0,599,0,0,129711,61436,191147,0,0,599,0,0,0,0,0,0,0
6/27/21,Negeri Sembilan,1132,998,2130,0,0,166517,87643,254160,2,0,358,432,774,566,0,0,0,0
6/27/21,Pahang,409,4026,4435,0,0,201268,123512,324780,1,0,301,0,108,4026,0,0,0,0
6/27/21,Perak,513,6889,7402,0,0,306727,195336,502063,2,0,453,3548,60,3340,0,0,0,1
6/27/21,Perlis,2169,29,2198,0,0,66306,37820,104126,0,0,2168,29,1,0,0,0,0,0
6/27/21,Pulau Pinang,3008,2,3010,0,0,267182,111531,378713,9,0,121,1,991,1,1896,0,0,0
6/27/21,Sabah,3776,6730,10506,0,0,381216,175847,557063,10,2,2226,4298,1550,2432,0,0,0,0
6/27/21,Sarawak,36762,14383,51145,1,0,1017038,233852,1250890,46,0,3122,4154,33640,10228,0,0,0,1
6/27/21,Selangor,27136,1490,28626,5,0,855250,268789,1124039,17,0,5874,14,17393,1476,3868,0,0,1
6/27/21,Terengganu,3963,3094,7057,0,0,145357,87196,232553,2,1,1711,3009,2247,82,0,0,0,8
6/27/21,W.P. Kuala Lumpur,24571,65,24636,0,0,944308,174834,1119142,33,2,1851,42,13944,23,8775,0,0,1
6/27/21,W.P. Labuan,1377,6,1383,0,0,45826,15011,60837,3,0,1377,6,0,0,0,0,0,0
6/27/21,W.P. Putrajaya,13,0,13,0,0,36420,25901,62321,0,0,0,0,13,0,0,0,0,0
6/28/21,Johor,6817,1829,8646,1,0,438750,225147,663897,11,0,2172,528,1838,1301,2807,0,0,0
6/28/21,Kedah,4484,3492,7976,0,0,233706,165469,399175,0,0,4063,1422,421,2070,0,0,0,0
6/28/21,Kelantan,5482,801,6283,0,0,215236,121847,337083,0,0,1997,163,3485,638,0,0,0,0
6/28/21,Melaka,3064,0,3064,1,0,132775,61436,194211,1,0,1267,0,1686,0,110,0,0,1
6/28/21,Negeri Sembilan,7089,656,7745,0,1,173606,88299,261905,2,1,3537,17,3551,639,0,0,0,1
6/28/21,Pahang,7571,170,7741,0,0,208839,123682,332521,1,0,2046,20,5525,150,0,0,0,0
6/28/21,Perak,6339,762,7101,0,0,313066,196098,509164,2,0,686,346,5652,415,1,0,0,1
6/28/21,Perlis,572,2,574,0,0,66878,37822,104700,0,0,530,2,42,0,0,0,0,0
6/28/21,Pulau Pinang,11848,518,12366,0,0,279030,112049,391079,9,0,3334,14,5647,504,2864,0,0,3
6/28/21,Sabah,3452,7188,10640,0,2,384668,183035,567703,10,4,1535,4811,1917,2363,0,0,0,14
6/28/21,Sarawak,40706,13008,53714,0,0,1057744,246860,1304604,46,0,2894,2097,37763,10911,0,0,0,49
6/28/21,Selangor,34532,4896,39428,8,0,889782,273685,1163467,25,0,10732,87,20042,4809,3757,0,0,1
6/28/21,Terengganu,4361,478,4839,1,0,149718,87674,237392,3,1,2019,473,2332,4,10,1,0,0
6/28/21,W.P. Kuala Lumpur,26391,8792,35183,0,0,970699,183626,1154325,33,2,2313,1266,12819,7521,11257,2,0,5
6/28/21,W.P. Labuan,2030,6,2036,0,0,47856,15017,62873,3,0,2030,4,0,2,0,0,0,0
6/28/21,W.P. Putrajaya,521,744,1265,0,0,36941,26645,63586,0,0,426,233,95,511,0,0,0,0
6/29/21,Johor,6477,8815,15292,0,0,445227,233962,679189,11,0,750,6954,2896,1861,2831,0,0,0
6/29/21,Kedah,1411,8583,9994,0,0,235117,174052,409169,0,0,828,6260,582,2322,1,0,0,1
6/29/21,Kelantan,2631,6820,9451,0,0,217867,128667,346534,0,0,759,4218,1872,2600,0,0,0,2
6/29/21,Melaka,3086,3435,6521,0,0,135861,64871,200732,1,0,2148,2101,938,1334,0,0,0,0
6/29/21,Negeri Sembilan,5063,2633,7696,0,0,178669,90932,269601,2,1,977,966,4086,1666,0,0,0,1
6/29/21,Pahang,5133,5181,10314,0,0,213972,128863,342835,1,0,47,4900,5085,280,0,0,0,2
6/29/21,Perak,2969,5623,8592,0,0,316035,201721,517756,2,0,442,5166,2516,456,11,0,0,1
6/29/21,Perlis,279,881,1160,0,0,67157,38703,105860,0,0,85,841,194,40,0,0,0,0
6/29/21,Pulau Pinang,9675,5592,15267,0,0,288705,117641,406346,9,0,2430,2237,4439,3349,2806,0,0,6
6/29/21,Sabah,3374,7929,11303,0,0,388042,190964,579006,10,4,1602,5777,1772,2152,0,0,0,0
6/29/21,Sarawak,41882,6088,47970,1,0,1099626,252948,1352574,47,0,5621,2648,36254,3440,0,0,0,7
6/29/21,Selangor,37131,12079,49210,3,1,926913,285764,1212677,28,1,8205,4272,24853,7806,4073,0,0,1
6/29/21,Terengganu,4018,472,4490,0,0,153736,88146,241882,3,1,1498,404,2519,66,0,0,0,3
6/29/21,W.P. Kuala Lumpur,31499,10232,41731,4,0,1002198,193858,1196056,37,2,2818,1705,17429,8521,11246,3,0,9
6/29/21,W.P. Labuan,2173,280,2453,1,0,50029,15297,65326,4,0,2173,280,0,0,0,0,0,0
6/29/21,W.P. Putrajaya,1164,385,1549,0,0,38105,27030,65135,0,0,658,380,506,5,0,0,0,0
6/30/21,Johor,6860,11205,18065,0,0,452087,245167,697254,11,0,1084,8290,2977,2914,2799,0,0,1
6/30/21,Kedah,1944,6495,8439,0,0,237061,180547,417608,0,0,708,4257,1236,2238,0,0,0,0
6/30/21,Kelantan,3724,7909,11633,0,0,221591,136576,358167,0,0,727,4547,2997,3362,0,0,0,0
6/30/21,Melaka,4821,3527,8348,0,0,140682,68398,209080,1,0,299,2216,4522,1311,0,0,0,0
6/30/21,Negeri Sembilan,5778,3404,9182,0,0,184447,94336,278783,2,1,1687,1436,4091,1967,0,0,0,1
6/30/21,Pahang,4870,5947,10817,0,0,218842,134810,353652,1,0,1209,4839,3661,1097,0,0,0,11
6/30/21,Perak,6322,8166,14488,0,0,322357,209887,532244,2,0,1112,7671,5206,494,3,0,0,2
6/30/21,Perlis,304,1426,1730,0,0,67461,40129,107590,0,0,120,901,184,525,0,0,0,0
6/30/21,Pulau Pinang,9178,6298,15476,0,0,297883,123939,421822,9,0,1826,3755,4530,2542,2820,0,0,3
6/30/21,Sabah,2726,9215,11941,0,0,390768,200179,590947,10,4,1289,7525,1437,1619,0,0,0,71
6/30/21,Sarawak,42291,3781,46072,1,0,1141917,256729,1398646,48,0,398,834,41844,2947,1,0,0,48
6/30/21,Selangor,43059,15948,59007,1,0,969972,301712,1271684,29,1,10166,7486,28576,8459,4317,1,0,2
6/30/21,Terengganu,4117,1948,6065,0,0,157853,90094,247947,3,1,1483,1892,2629,54,0,0,0,7
6/30/21,W.P. Kuala Lumpur,33943,10113,44056,0,0,1036141,203971,1240112,37,2,2893,1705,19723,8404,11327,4,0,0
6/30/21,W.P. Labuan,1932,559,2491,0,0,51961,15856,67817,4,0,1932,324,0,234,0,0,0,1
6/30/21,W.P. Putrajaya,1162,560,1722,0,0,39267,27590,66857,0,0,930,553,232,7,0,0,0,0
7/1/21,Johor,7677,11724,19401,0,0,459764,256891,716655,11,0,710,9939,4153,1785,2814,0,0,0
7/1/21,Kedah,4006,5768,9774,0,0,241067,186315,427382,0,0,534,3889,3472,1879,0,0,0,0
