date,state,daily_partial,daily_full,daily,daily_partial_child,daily_full_child,cumul_partial,cumul_full,cumul,cumul_partial_child,cumul_full_child,pfizer1,pfizer2,sinovac1,sinovac2,astra1,astra2,cansino,pending
7/1/21,Kelantan,3096,6554,9650,0,0,224687,143130,367817,0,0,839,3474,2256,3080,0,0,0,1
7/1/21,Melaka,5479,2284,7763,0,0,146161,70682,216843,1,0,363,692,5109,1592,0,0,0,7
7/1/21,Negeri Sembilan,6887,4103,10990,0,0,191334,98439,289773,2,1,2629,1528,4254,2574,0,0,0,5
7/1/21,Pahang,3205,4876,8081,0,0,222047,139686,361733,1,0,791,4038,2414,837,0,0,0,1
7/1/21,Perak,10865,5099,15964,0,0,333222,214986,548208,2,0,598,3801,10264,1297,0,0,0,4
7/1/21,Perlis,512,1629,2141,0,0,67973,41758,109731,0,0,334,1595,178,34,0,0,0,0
7/1/21,Pulau Pinang,9208,5046,14254,0,0,307091,128985,436076,9,0,1514,2689,4867,2356,2827,0,0,1
7/1/21,Sabah,3116,7637,10753,0,0,393884,207816,601700,10,4,1744,6352,1372,1281,0,0,0,4
7/1/21,Sarawak,48484,2490,50974,4,0,1190401,259219,1449620,52,0,94,357,48389,2131,0,0,0,3
7/1/21,Selangor,39342,15752,55094,1,0,1009314,317464,1326778,30,1,10709,5488,24165,10262,4466,2,0,2
7/1/21,Terengganu,4456,734,5190,0,0,162309,90828,253137,3,1,1121,632,3251,96,84,1,0,5
7/1/21,W.P. Kuala Lumpur,33969,11561,45530,2,1,1070110,215532,1285642,39,3,2705,2400,20066,9154,11195,6,0,4
7/1/21,W.P. Labuan,1501,568,2069,1,0,53462,16424,69886,5,0,1496,288,5,279,0,0,0,1
7/1/21,W.P. Putrajaya,1303,435,1738,0,0,40570,28025,68595,0,0,1101,295,202,140,0,0,0,0
7/2/21,Johor,6906,2553,9459,0,0,466670,259444,726114,11,0,666,1162,3278,1391,2962,0,0,0
7/2/21,Kedah,3045,2251,5296,0,0,244112,188566,432678,0,0,641,562,2404,1689,0,0,0,0
7/2/21,Kelantan,602,440,1042,0,0,225289,143570,368859,0,0,378,0,224,440,0,0,0,0
7/2/21,Melaka,5763,2093,7856,0,0,151924,72775,224699,1,0,219,285,5544,1808,0,0,0,0
7/2/21,Negeri Sembilan,6927,3709,10636,1,0,198261,102148,300409,3,1,2443,1062,4480,2646,0,0,0,5
7/2/21,Pahang,3366,3624,6990,0,0,225413,143310,368723,1,0,1037,2605,2329,1019,0,0,0,0
7/2/21,Perak,14614,4796,19410,0,1,347836,219782,567618,2,1,682,4224,13930,571,0,0,0,3
7/2/21,Perlis,734,980,1714,0,0,68707,42738,111445,0,0,605,646,129,334,0,0,0,0
7/2/21,Pulau Pinang,9337,6425,15762,0,0,316428,135410,451838,9,0,1786,3324,4657,3100,2894,0,0,1
7/2/21,Sabah,1279,10471,11750,0,0,395163,218287,613450,10,4,940,8683,339,1786,0,0,0,2
7/2/21,Sarawak,36420,5297,41717,0,0,1226821,264516,1491337,52,0,487,1010,35933,4287,0,0,0,0
7/2/21,Selangor,38972,14676,53648,0,0,1048286,332140,1380426,30,1,12806,4762,21298,9913,4867,1,0,1
7/2/21,Terengganu,1217,23,1240,0,0,163526,90851,254377,3,1,120,23,1097,0,0,0,0,0
7/2/21,W.P. Kuala Lumpur,38094,12226,50320,0,0,1108204,227758,1335962,39,3,3079,1207,23759,11007,11255,12,0,1
7/2/21,W.P. Labuan,1016,362,1378,0,0,54478,16786,71264,5,0,1016,167,0,195,0,0,0,0
7/2/21,W.P. Putrajaya,1381,402,1783,0,0,41951,28427,70378,0,0,1262,269,119,133,0,0,0,0
7/3/21,Johor,4105,8158,12263,0,1,470775,267602,738377,11,1,418,8108,1751,49,1936,0,0,1
7/3/21,Kedah,5167,1662,6829,0,0,249279,190228,439507,0,0,3676,584,1491,1078,0,0,0,0
7/3/21,Kelantan,408,230,638,0,0,225697,143800,369497,0,0,288,42,120,188,0,0,0,0
7/3/21,Melaka,5299,2035,7334,0,0,157223,74810,232033,1,0,695,607,4604,1428,0,0,0,0
7/3/21,Negeri Sembilan,3143,1161,4304,0,0,201404,103309,304713,3,1,574,282,2569,879,0,0,0,0
7/3/21,Pahang,4174,1320,5494,0,0,229587,144630,374217,1,0,79,774,4095,546,0,0,0,0
7/3/21,Perak,13366,4219,17585,0,0,361202,224001,585203,2,1,585,4153,12769,65,0,0,0,13
7/3/21,Perlis,463,1,464,0,0,69170,42739,111909,0,0,1,0,462,1,0,0,0,0
7/3/21,Pulau Pinang,7057,3972,11029,0,0,323485,139382,462867,9,0,536,2134,4644,1838,1877,0,0,0
7/3/21,Sabah,1335,10691,12026,0,1,396498,228978,625476,10,5,653,8555,682,2132,0,0,0,4
7/3/21,Sarawak,28064,22139,50203,3,1,1254885,286655,1541540,55,1,6481,9201,21528,12921,55,0,0,17
7/3/21,Selangor,32468,9260,41728,1,0,1080754,341400,1422154,31,1,9317,1937,19154,7322,3997,0,0,1
7/3/21,Terengganu,7031,1679,8710,0,0,170557,92530,263087,3,1,1,1186,7030,493,0,0,0,0
7/3/21,W.P. Kuala Lumpur,30504,11624,42128,1,0,1138708,239382,1378090,40,3,920,671,18855,10946,10729,7,0,0
7/3/21,W.P. Labuan,962,395,1357,0,0,55440,17181,72621,5,0,962,393,0,2,0,0,0,0
7/3/21,W.P. Putrajaya,939,1,940,0,0,42890,28428,71318,0,0,714,1,225,0,0,0,0,0
7/4/21,Johor,3759,11006,14765,0,1,474534,278608,753142,11,2,632,10991,1062,15,2065,0,0,0
7/4/21,Kedah,6485,5260,11745,0,0,255764,195488,451252,0,0,4454,4349,2031,911,0,0,0,0
7/4/21,Kelantan,5266,5150,10416,0,0,230963,148950,379913,0,0,386,3711,4880,1439,0,0,0,0
7/4/21,Melaka,0,0,0,0,0,157223,74810,232033,1,0,0,0,0,0,0,0,0,0
7/4/21,Negeri Sembilan,3519,887,4406,0,0,204923,104196,309119,3,1,905,243,2614,644,0,0,0,0
7/4/21,Pahang,573,1388,1961,0,0,230160,146018,376178,1,0,177,1387,396,1,0,0,0,0
7/4/21,Perak,12157,3887,16044,0,0,373359,227888,601247,2,1,1975,3638,10182,249,0,0,0,0
7/4/21,Perlis,416,0,416,0,0,69586,42739,112325,0,0,1,0,415,0,0,0,0,0
7/4/21,Pulau Pinang,7143,4,7147,0,0,330628,139386,470014,9,0,1258,4,3989,0,1896,0,0,0
7/4/21,Sabah,556,7921,8477,0,0,397054,236899,633953,10,5,519,7388,37,533,0,0,0,0
7/4/21,Sarawak,19394,22060,41454,0,0,1274279,308715,1582994,55,1,3322,7376,16017,14684,55,0,0,0
7/4/21,Selangor,35859,6185,42044,0,0,1116613,347585,1464198,31,1,9936,50,21617,6135,4306,0,0,0
7/4/21,Terengganu,5296,3693,8989,0,0,175853,96223,272076,3,1,890,2431,4405,1258,0,0,0,5
7/4/21,W.P. Kuala Lumpur,32421,12646,45067,1,0,1171129,252028,1423157,41,3,1066,873,20759,11769,10591,4,0,5
7/4/21,W.P. Labuan,947,13,960,0,0,56387,17194,73581,5,0,922,11,25,2,0,0,0,0
7/4/21,W.P. Putrajaya,985,0,985,0,0,43875,28428,72303,0,0,738,0,247,0,0,0,0,0
7/5/21,Johor,6875,12315,19190,0,0,481409,290923,772332,11,2,751,10722,3096,1593,3028,0,0,0
7/5/21,Kedah,8933,4222,13155,0,0,264697,199710,464407,0,0,1347,3508,7586,712,0,0,0,2
7/5/21,Kelantan,6031,6563,12594,0,0,236994,155513,392507,0,0,73,4183,5958,2380,0,0,0,0
7/5/21,Melaka,6282,1572,7854,0,0,163505,76382,239887,1,0,762,338,5520,1234,0,0,0,0
7/5/21,Negeri Sembilan,8221,4621,12842,0,0,213144,108817,321961,3,1,884,1344,7337,3275,0,0,0,2
7/5/21,Pahang,7011,3026,10037,2,0,237171,149044,386215,3,0,3524,2704,3487,322,0,0,0,0
7/5/21,Perak,16790,5843,22633,0,0,390149,233731,623880,2,1,2032,5392,14755,450,0,0,0,4
7/5/21,Perlis,672,1885,2557,0,0,70258,44624,114882,0,0,52,1820,620,65,0,0,0,0
7/5/21,Pulau Pinang,10676,4936,15612,0,0,341304,144322,485626,9,0,866,4154,6931,782,2879,0,0,0
7/5/21,Sabah,1513,10493,12006,0,0,398567,247392,645959,10,5,764,7697,749,2795,0,0,0,1
7/5/21,Sarawak,30196,28557,58753,0,1,1304475,337272,1641747,55,2,1081,1467,29094,27054,0,0,0,57
7/5/21,Selangor,54232,19076,73308,0,0,1170845,366661,1537506,31,1,14769,4411,34795,14433,4668,232,0,0
7/5/21,Terengganu,6176,4170,10346,0,0,182029,100393,282422,3,1,757,2848,5412,1313,0,0,0,16
7/5/21,W.P. Kuala Lumpur,40030,11192,51222,1,0,1211159,263220,1474379,42,3,4861,1604,24112,9122,11057,466,0,0
7/5/21,W.P. Labuan,655,1068,1723,0,0,57042,18262,75304,5,0,655,1065,0,3,0,0,0,0
7/5/21,W.P. Putrajaya,1808,431,2239,0,0,45683,28859,74542,0,0,1403,424,405,7,0,0,0,0
7/6/21,Johor,8270,10190,18460,1,0,489679,301113,790792,12,2,768,7990,4460,2200,3041,0,0,1
7/6/21,Kedah,8732,4249,12981,0,0,273429,203959,477388,0,0,693,3390,8038,857,0,0,0,3
7/6/21,Kelantan,6559,8294,14853,0,0,243553,163807,407360,0,0,1216,4611,5342,3606,0,0,0,78
7/6/21,Melaka,6439,2035,8474,0,0,169944,78417,248361,1,0,2045,906,4394,1129,0,0,0,0
7/6/21,Negeri Sembilan,10189,5330,15519,0,1,223333,114147,337480,3,2,1435,2780,8752,2548,0,0,0,4
7/6/21,Pahang,4666,5973,10639,0,0,241837,155017,396854,3,0,1108,5269,3558,704,0,0,0,0
7/6/21,Perak,14739,6205,20944,0,0,404888,239936,644824,2,1,2035,5339,12697,866,0,0,0,7
7/6/21,Perlis,1350,1804,3154,0,0,71608,46428,118036,0,0,71,1715,1279,89,0,0,0,0
7/6/21,Pulau Pinang,10410,5563,15973,0,0,351714,149885,501599,9,0,870,4893,6655,668,2885,0,0,2
7/6/21,Sabah,2202,10264,12466,0,0,400769,257656,658425,10,5,1364,7229,838,3013,0,0,0,22
7/6/21,Sarawak,28902,34651,63553,1,1,1333377,371923,1705300,56,3,1457,1566,27445,33081,0,0,0,4
7/6/21,Selangor,64608,22575,87183,1,0,1235453,389236,1624689,32,1,17242,5234,42482,17332,4882,7,0,4
7/6/21,Terengganu,6816,4324,11140,0,0,188845,104717,293562,3,1,725,2936,6089,1379,0,0,0,11
7/6/21,W.P. Kuala Lumpur,39657,14334,53991,2,0,1250816,277554,1528370,44,3,5187,2238,23503,12087,10966,9,0,1
7/6/21,W.P. Labuan,644,931,1575,0,0,57686,19193,76879,5,0,638,424,5,506,0,0,0,2
7/6/21,W.P. Putrajaya,1984,720,2704,0,0,47667,29579,77246,0,0,1376,676,608,44,0,0,0,0
7/7/21,Johor,8733,14162,22895,1,0,498412,315275,813687,13,2,1299,11315,4471,2847,2963,0,0,0
7/7/21,Kedah,11110,3942,15052,0,0,284539,207901,492440,0,0,912,3018,10198,923,0,0,0,1
7/7/21,Kelantan,5429,11483,16912,0,0,248982,175290,424272,0,0,898,5368,4530,6036,0,0,0,80
7/7/21,Melaka,4799,4670,9469,0,0,174743,83087,257830,1,0,1469,2167,3330,2503,0,0,0,0
7/7/21,Negeri Sembilan,17458,5574,23032,0,0,240791,119721,360512,3,2,10436,2799,7022,2772,0,0,0,3
7/7/21,Pahang,6888,5172,12060,0,0,248725,160189,408914,3,0,1195,4348,5693,823,0,0,0,1
7/7/21,Perak,20445,2605,23050,0,0,425333,242541,667874,2,1,2281,1746,18162,858,0,0,0,3
7/7/21,Perlis,1808,2598,4406,0,0,73416,49026,122442,0,0,651,2486,1157,112,0,0,0,0
7/7/21,Pulau Pinang,8114,5132,13246,1,0,359828,155017,514845,10,0,234,3956,5004,1176,2876,0,0,0
7/7/21,Sabah,1735,11767,13502,0,2,402504,269423,671927,10,7,665,7048,1070,4717,0,0,0,2
7/7/21,Sarawak,30467,49248,79715,2,5,1363844,421171,1785015,58,8,385,1258,30082,47828,0,0,0,162
7/7/21,Selangor,56530,30994,87524,9,0,1291983,420230,1712213,41,1,12899,7330,38924,22646,4704,1018,0,3
7/7/21,Terengganu,6455,4431,10886,0,0,195300,109148,304448,3,1,380,3103,6073,1321,0,0,0,9
7/7/21,W.P. Kuala Lumpur,36369,20959,57328,4,0,1287185,298513,1585698,48,3,4495,4676,20882,12939,10992,3343,0,1
7/7/21,W.P. Labuan,529,1097,1626,0,0,58215,20290,78505,5,0,496,1097,33,0,0,0,0,0
7/7/21,W.P. Putrajaya,1389,1177,2566,0,0,49056,30756,79812,0,0,996,1097,393,80,0,0,0,0
7/8/21,Johor,11766,11899,23665,1,0,510178,327174,837352,14,2,2300,9026,6409,2868,3056,0,0,6
7/8/21,Kedah,11606,4118,15724,0,0,296145,212019,508164,0,0,1753,3632,9852,486,0,0,0,1
7/8/21,Kelantan,5697,8968,14665,0,0,254679,184258,438937,0,0,200,4520,5497,4448,0,0,0,0
7/8/21,Melaka,6375,2768,9143,0,0,181118,85855,266973,1,0,236,1475,6134,1293,0,0,0,5
7/8/21,Negeri Sembilan,17659,5216,22875,1,0,258450,124937,383387,4,2,9625,2546,8034,2668,0,0,0,2
7/8/21,Pahang,7833,3403,11236,0,0,256558,163592,420150,3,0,749,2005,7084,1398,0,0,0,0
7/8/21,Perak,12946,9201,22147,1,0,438279,251742,690021,3,1,948,8368,11996,832,0,0,0,3
7/8/21,Perlis,1924,1385,3309,0,0,75340,50411,125751,0,0,62,1284,1862,100,0,0,0,1
7/8/21,Pulau Pinang,10011,7499,17510,1,1,369839,162516,532355,11,1,753,6265,6351,1231,2907,2,0,1
7/8/21,Sabah,2026,9943,11969,1,0,404530,279366,683896,11,7,692,5881,1334,4054,0,0,0,8
7/8/21,Sarawak,29047,46426,75473,7,0,1392891,467597,1860488,65,8,26,1326,28995,45099,0,0,0,27
7/8/21,Selangor,66742,25245,91987,1,0,1358725,445475,1804200,42,1,15926,4997,46006,19189,4810,1054,0,5
7/8/21,Terengganu,6393,3278,9671,0,0,201693,112426,314119,3,1,192,2139,6197,1138,0,0,0,5
7/8/21,W.P. Kuala Lumpur,37058,16385,53443,2,0,1324243,314898,1639141,50,3,5217,2721,20998,11376,10816,2288,0,27
7/8/21,W.P. Labuan,456,2259,2715,0,0,58671,22549,81220,5,0,454,1592,2,667,0,0,0,0
7/8/21,W.P. Putrajaya,1625,898,2523,0,0,50681,31654,82335,0,0,1310,833,315,65,0,0,0,0
7/9/21,Johor,11458,4090,15548,0,0,521636,331264,852900,14,2,27,1619,8371,2471,3060,0,0,0
7/9/21,Kedah,4800,1646,6446,0,0,300945,213665,514610,0,0,571,1267,4229,379,0,0,0,0
7/9/21,Kelantan,17,430,447,0,0,254696,184688,439384,0,0,6,1,11,429,0,0,0,0
7/9/21,Melaka,6280,2570,8850,1,0,187398,88425,275823,2,0,205,1523,6073,1047,0,0,0,2
7/9/21,Negeri Sembilan,17345,4000,21345,0,0,275795,128937,404732,4,2,9115,2065,8230,1935,0,0,0,0
7/9/21,Pahang,3838,3417,7255,0,0,260396,167009,427405,3,0,631,2338,3207,1079,0,0,0,0
7/9/21,Perak,18111,7943,26054,1,0,456390,259685,716075,4,1,1303,7439,16802,504,0,0,0,6
7/9/21,Perlis,1483,898,2381,0,0,76823,51309,128132,0,0,139,357,1343,541,0,0,0,1
7/9/21,Pulau Pinang,10912,5817,16729,0,0,380751,168333,549084,11,1,1033,4649,6909,1168,2970,0,0,0
7/9/21,Sabah,3473,11257,14730,0,0,408003,290623,698626,11,7,894,7689,2579,3556,0,0,0,12
7/9/21,Sarawak,25111,44765,69876,7,0,1418002,512362,1930364,72,8,842,1111,24269,43644,0,0,0,10
7/9/21,Selangor,74557,22679,97236,6,0,1433282,468154,1901436,48,1,20830,5094,48615,16523,5109,1061,0,4
7/9/21,Terengganu,2510,5,2515,0,0,204203,112431,316634,3,1,12,5,2498,0,0,0,0,0
7/9/21,W.P. Kuala Lumpur,37962,15555,53517,1,0,1362205,330453,1692658,51,3,6009,2472,21185,10706,10768,2373,0,4
7/9/21,W.P. Labuan,383,2232,2615,1,0,59054,24781,83835,6,0,354,2230,29,2,0,0,0,0
7/9/21,W.P. Putrajaya,1753,681,2434,0,0,52434,32335,84769,0,0,1402,674,351,7,0,0,0,0
7/10/21,Johor,19668,6423,26091,1,0,541304,337687,878991,15,2,1425,5605,16185,817,2057,1,0,1
7/10/21,Kedah,4437,240,4677,0,0,305382,213905,519287,0,0,2098,215,2338,25,0,0,0,1
7/10/21,Kelantan,671,547,1218,0,0,255367,185235,440602,0,0,0,0,671,547,0,0,0,0
7/10/21,Melaka,3817,4974,8791,0,0,191215,93399,284614,2,0,1532,3310,2285,1663,0,0,0,1
7/10/21,Negeri Sembilan,19471,1247,20718,1,0,295266,130184,425450,5,2,12961,388,6510,859,0,0,0,0
7/10/21,Pahang,5682,454,6136,0,0,266078,167463,433541,3,0,168,413,5514,41,0,0,0,0
7/10/21,Perak,18128,5976,24104,0,0,474518,265661,740179,4,1,175,5837,17946,139,0,0,0,7
7/10/21,Perlis,771,1837,2608,0,0,77594,53146,130740,0,0,2,1385,769,451,0,0,0,1
7/10/21,Pulau Pinang,5925,6042,11967,0,0,386676,174375,561051,11,1,58,4106,3882,1933,1985,1,0,2
7/10/21,Sabah,4403,11827,16230,1,0,412406,302450,714856,12,7,452,7836,3946,3988,0,0,0,8
7/10/21,Sarawak,28482,38588,67070,5,2,1446484,550950,1997434,77,10,5437,15017,23045,23561,0,0,0,10
7/10/21,Selangor,63021,16166,79187,4,0,1496303,484320,1980623,52,1,21208,1906,37540,13184,4273,1075,0,1
7/10/21,Terengganu,11774,894,12668,0,2,215977,113325,329302,3,3,7,0,11767,894,0,0,0,0
7/10/21,W.P. Kuala Lumpur,30385,17209,47594,1,0,1392590,347662,1740252,52,3,3726,1608,16526,13178,10133,2423,0,0
7/10/21,W.P. Labuan,373,2151,2524,0,0,59427,26932,86359,6,0,372,1644,1,507,0,0,0,0
7/10/21,W.P. Putrajaya,2216,0,2216,0,0,54650,32335,86985,0,0,1849,0,367,0,0,0,0,0
7/11/21,Johor,13546,5719,19265,1,0,554850,343406,898256,16,2,3231,4680,8336,1038,1978,0,0,2
7/11/21,Kedah,7106,963,8069,0,0,312488,214868,527356,0,0,6326,941,779,21,0,0,0,2
7/11/21,Kelantan,6725,4584,11309,0,0,262092,189819,451911,0,0,4275,3451,2450,1132,0,0,0,1
7/11/21,Melaka,30,0,30,0,0,191245,93399,284644,2,0,0,0,30,0,0,0,0,0
7/11/21,Negeri Sembilan,17844,589,18433,0,0,313110,130773,443883,5,2,11166,13,6678,576,0,0,0,0
7/11/21,Pahang,5328,800,6128,0,0,271406,168263,439669,3,0,0,1,5328,799,0,0,0,0
7/11/21,Perak,14031,5281,19312,0,0,488549,270942,759491,4,1,73,4316,13954,963,0,0,0,6
7/11/21,Perlis,511,2114,2625,0,0,78105,55260,133365,0,0,1,1640,510,474,0,0,0,0
7/11/21,Pulau Pinang,10314,478,10792,0,0,396990,174853,571843,11,1,67,10,8250,467,1996,1,0,1
7/11/21,Sabah,6281,7559,13840,0,0,418687,310009,728696,12,7,1188,5706,5093,1853,0,0,0,0
7/11/21,Sarawak,21069,37925,58994,1,0,1467553,588875,2056428,78,10,4144,10653,16925,27209,0,0,0,63
7/11/21,Selangor,52153,12449,64602,0,0,1548456,496769,2045225,52,1,12753,9,35116,11428,4284,1012,0,0
7/11/21,Terengganu,6614,3095,9709,0,0,222591,116420,339011,3,3,898,2440,5716,652,0,0,0,3
7/11/21,W.P. Kuala Lumpur,29616,19661,49277,4,0,1422206,367323,1789529,56,3,4163,1805,15346,15445,10107,2410,0,1
7/11/21,W.P. Labuan,585,1689,2274,0,0,60012,28621,88633,6,0,585,1676,0,13,0,0,0,0
7/11/21,W.P. Putrajaya,2238,0,2238,0,0,56888,32335,89223,0,0,1813,0,425,0,0,0,0,0
7/12/21,Johor,16482,5429,21911,1,0,571332,348835,920167,17,2,4163,2620,9333,2808,2986,0,0,1
7/12/21,Kedah,13300,3436,16736,0,0,325788,218304,544092,0,0,3586,3332,9714,89,0,0,0,15
7/12/21,Kelantan,9830,4664,14494,1,0,271922,194483,466405,1,0,4394,3687,5434,977,0,0,0,2
7/12/21,Melaka,6025,4388,10413,1,0,197270,97787,295057,3,0,726,996,5299,3392,0,0,0,0
7/12/21,Negeri Sembilan,15536,5076,20612,1,0,328646,135849,464495,6,2,11613,2739,3908,2336,0,0,0,16
7/12/21,Pahang,6634,6138,12772,0,0,278040,174401,452441,3,0,2250,3915,4384,2223,0,0,0,0
7/12/21,Perak,18397,6573,24970,1,0,506946,277515,784461,5,1,1337,2086,17060,4482,0,0,0,5
7/12/21,Perlis,1042,1760,2802,0,0,79147,57020,136167,0,0,76,1495,966,265,0,0,0,0
7/12/21,Pulau Pinang,10558,7302,17860,0,0,407548,182155,589703,11,1,630,5282,7216,2019,2711,0,0,2
7/12/21,Sabah,7731,8793,16524,3,1,426418,318802,745220,15,8,393,5834,7338,2957,0,0,0,2
7/12/21,Sarawak,31467,55772,87239,22,1,1499020,644647,2143667,100,11,411,833,31045,54939,1,0,0,10
7/12/21,Selangor,76671,22930,99601,4,0,1625127,519699,2144826,56,1,31448,5004,40579,16878,4643,1046,0,3
7/12/21,Terengganu,8306,3816,12122,0,0,230897,120236,351133,3,3,1212,2940,7073,869,0,0,0,28
7/12/21,W.P. Kuala Lumpur,46178,22155,68333,6,1,1468384,389478,1857862,62,4,10404,1819,25024,17965,10749,2367,0,5
7/12/21,W.P. Labuan,464,2444,2908,1,0,60476,31065,91541,7,0,464,2429,0,13,0,0,0,2
7/12/21,W.P. Putrajaya,1982,796,2778,0,0,58870,33131,92001,0,0,1159,774,823,22,0,0,0,0
7/13/21,Johor,16947,6085,23032,1,0,588279,354920,943199,18,2,3830,3154,9948,2931,3169,0,0,0
7/13/21,Kedah,16876,2769,19645,2,0,342664,221073,563737,2,0,3289,2502,13586,267,0,0,0,1
7/13/21,Kelantan,12253,4074,16327,2,0,284175,198557,482732,3,0,1294,3071,10957,905,0,0,0,100
7/13/21,Melaka,6792,3961,10753,2,0,204062,101748,305810,5,0,600,2075,6192,1878,0,0,0,8
7/13/21,Negeri Sembilan,17060,6754,23814,3,0,345706,142603,488309,9,2,13117,3640,3937,3113,0,0,0,7
7/13/21,Pahang,5933,7071,13004,0,1,283973,181472,465445,3,1,1473,4642,4460,2428,0,0,0,1
7/13/21,Perak,5115,6115,11230,1,0,512061,283630,795691,6,1,1326,805,3789,5303,0,0,0,7
7/13/21,Perlis,1909,1713,3622,0,0,81056,58733,139789,0,0,221,491,1688,1220,0,0,0,2
7/13/21,Pulau Pinang,13164,7222,20386,0,1,420712,189377,610089,11,2,845,3831,9328,3389,2991,0,0,2
7/13/21,Sabah,10420,9867,20287,9,0,436838,328669,765507,24,8,557,6629,9862,3237,0,0,0,2
7/13/21,Sarawak,24782,57441,82223,13,14,1523802,702088,2225890,113,25,240,589,24495,56852,0,0,0,47
7/13/21,Selangor,76788,25748,102536,1,1,1701915,545447,2247362,57,2,30943,6661,44069,18166,1774,920,0,3
7/13/21,Terengganu,8678,3446,12124,7,0,239575,123682,363257,10,3,565,2633,8103,810,0,0,0,13
7/13/21,W.P. Kuala Lumpur,47432,23842,71274,7,0,1515816,413320,1929136,69,4,10027,2034,26780,19238,10620,2570,0,5
7/13/21,W.P. Labuan,363,2698,3061,0,0,60839,33763,94602,7,0,363,2690,0,8,0,0,0,0
7/13/21,W.P. Putrajaya,2222,927,3149,0,0,61092,34058,95150,0,0,1370,799,852,128,0,0,0,0
7/14/21,Johor,15723,5875,21598,1,0,604002,360795,964797,19,2,4636,2488,8120,3387,2966,0,0,1
7/14/21,Kedah,19934,1237,21171,1,0,362598,222310,584908,3,0,2793,920,17139,317,0,0,0,2
7/14/21,Kelantan,13669,3121,16790,0,0,297844,201678,499522,3,0,576,2421,13084,697,0,0,0,12
7/14/21,Melaka,6933,3821,10754,1,0,210995,105569,316564,6,0,424,629,6509,3192,0,0,0,0
7/14/21,Negeri Sembilan,17895,6701,24596,0,0,363601,149304,512905,9,2,14302,3531,3588,3169,0,0,0,6
7/14/21,Pahang,9041,5000,14041,1,0,293014,186472,479486,4,1,3555,3097,5486,1903,0,0,0,0
7/14/21,Perak,5482,5086,10568,1,0,517543,288716,806259,7,1,1194,1583,4287,3495,0,0,0,9
7/14/21,Perlis,2210,1539,3749,0,0,83266,60272,143538,0,0,769,109,1441,1430,0,0,0,0
7/14/21,Pulau Pinang,17595,6980,24575,1,0,438307,196357,634664,12,2,902,4560,13539,2410,3151,0,0,13
7/14/21,Sabah,10446,8705,19151,1,1,447284,337374,784658,25,9,1278,5642,9164,3058,0,0,0,9
7/14/21,Sarawak,22987,57802,80789,14,7,1546789,759890,2306679,127,32,8,270,22975,57449,0,0,0,87
7/14/21,Selangor,91362,27034,118396,3,0,1793277,572481,2365758,60,2,37124,6816,49557,19265,4669,952,0,13
7/14/21,Terengganu,8442,3472,11914,0,0,248017,127154,375171,10,3,460,2560,7966,900,0,0,0,28
7/14/21,W.P. Kuala Lumpur,48788,22469,71257,7,2,1564604,435789,2000393,76,6,11603,2387,26965,17704,10218,2375,0,5
7/14/21,W.P. Labuan,449,2271,2720,0,0,61288,36034,97322,7,0,433,2266,16,4,0,0,0,1
7/14/21,W.P. Putrajaya,2435,446,2881,0,0,63527,34504,98031,0,0,1771,365,664,79,0,0,0,2
7/15/21,Johor,23477,7016,30493,1,0,627479,367811,995290,20,2,14017,3524,6474,3490,2986,2,0,0
7/15/21,Kedah,19493,1646,21139,0,0,382091,223956,606047,3,0,3077,1378,16414,265,0,0,0,5
7/15/21,Kelantan,15510,2124,17634,0,0,313354,203802,517156,3,0,358,1164,15151,959,0,0,0,2
7/15/21,Melaka,8628,5172,13800,0,0,219623,110741,330364,6,0,765,2637,7863,2534,0,0,0,1
7/15/21,Negeri Sembilan,18581,6657,25238,0,0,382182,155961,538143,9,2,14950,3498,3630,3156,0,0,0,4
7/15/21,Pahang,11230,3725,14955,0,0,304244,190197,494441,4,1,2687,1686,8541,2038,0,0,0,3
7/15/21,Perak,11387,5685,17072,0,0,528930,294401,823331,7,1,7658,1044,3725,4641,0,0,0,4
7/15/21,Perlis,3395,1243,4638,0,0,86661,61515,148176,0,0,3394,764,1,479,0,0,0,0
7/15/21,Pulau Pinang,19308,6288,25596,0,0,457615,202645,660260,12,2,1697,2934,14500,3353,3111,1,0,0
7/15/21,Sabah,11060,8571,19631,4,0,458344,345945,804289,29,9,2348,4296,8711,4275,0,0,0,1
7/15/21,Sarawak,21500,57114,78614,8,4,1568289,817004,2385293,135,36,9,320,21491,56576,0,0,0,218
7/15/21,Selangor,88539,27713,116252,4,0,1881816,600194,2482010,64,2,36099,7370,46740,20338,5697,3,0,5
7/15/21,Terengganu,8487,3601,12088,1,0,256504,130755,387259,11,3,302,2609,8176,988,0,0,0,13
7/15/21,W.P. Kuala Lumpur,51929,20683,72612,8,0,1616533,456472,2073005,84,6,11649,1249,28776,19409,11495,19,0,15
7/15/21,W.P. Labuan,482,2026,2508,0,0,61770,38060,99830,7,0,476,1345,6,681,0,0,0,0
7/15/21,W.P. Putrajaya,2229,423,2652,0,0,65756,34927,100683,0,0,1824,301,405,122,0,0,0,0
7/16/21,Johor,13640,4391,18031,0,0,641119,372202,1013321,20,2,6061,469,4516,3922,3063,0,0,0
7/16/21,Kedah,11537,616,12153,0,0,393628,224572,618200,3,0,2323,447,9214,169,0,0,0,0
